"fecha","unidad","descrubicacion","ubicacion","departamento","violencia","tamano","electoral","observaciones","numpolicias","nummilitares","toma","grupo","desalojo","lon","lat","location"
2017-12-01,"UDEP-17 Valle","en el eje carretero que conduce de Jícaro Galán Al Amatillo a la altura del puente Guasirope De Nacaome ","Nacaome","Valle","Pacifica","500","Si","que respete la decisión del pueblo que salvador Nasralla es el ganador.",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.485158,13.5369065,"13.5369065,-87.485158"
2017-12-01,"UDEP-18 Yoro","a la altura del Puente Regina Morazán, Yoro carretera que conduce al Progreso, Yoro","El Progreso","Yoro","Violenta","150","Si","exigen se le respete la candidatura presidencial al señor: Ingeniero Salvador Nasralla.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-84.3683048,33.7143654,"33.7143654,-84.3683048"
2017-12-01,"UDEP-18 Yoro","n el eje carretero que de la ciudad de Yoro conduce el progreso, Yoro a la altura del desvío El Medio, Yoro","El Medio, Yoro","yoro","Pacifica","200","Si","exigen se le respete la candidatura presidencial al señor: Ingeniero Salvador Nasralla.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.2860915,15.1947067,"15.1947067,-87.2860915"
2017-12-01,"UDEP-18 Yoro","en el eje carretero que de Olanchito, lloro conduce a Saba Colon a la altura del desvío de la aldea el Ocote Olanchito, Yoro","Olanchitop
","Yoro","Pacifica","200","Si","exigen se le respete la candidatura presidencial al señor: Ingeniero Salvador Nasralla.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.5905371,15.4861318,"15.4861318,-86.5905371"
2017-12-02,"UMEP-03 La Rosa","En el puente de la Colonia Venezuela","Residencial Villas Los Laureles, Comayaguela, Honduras","Francisco Morazan","Pacifica","60","Si","Exigiendo transparencia al momento del conteo de los votos y exigiendo en las calles la renuncia del presidente Juan Orlando Hernández ",6,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.2400982,14.0701551,"14.0701551,-87.2400982"
2017-12-02,"UMEP-09 La Lima","en el parque central de la ciudad de La Lima","La Lima","Cortes","Pacifica","150","Si","Exigen respeto a la candidatura presidencial de Nasarrala",23,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.9040571,15.4321163,"15.4321163,-87.9040571"
2017-12-02,"UMEP-10 Choloma"," la altura de aldea los Jardines Ticamaya Choloma, Cortés","Choloma","Cortes","Pacifica","80","Si","Reeleccion",30,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9432837,15.596502,"15.596502,-87.9432837"
2017-12-02,"UMEP-11 El Progreso","en el puente dela aldea Toyos El Negrito","El Negrito, Yoro","Yoro","Violenta","300","Si","el actual presidente Juan Orlando Hernández entregue el poder a Salvador Nasralla",9,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-87.7024817,15.307236,"15.307236,-87.7024817"
2017-12-02,"UMEP-11 El Progreso","en el desvío hacia la Colonia Núñez El Progreso Yoro a la altura de Granja Deli ","El Progreso","Yoro","Violenta","200","Si","el actual presidente Juan Orlando Hernández entregue el poder a Salvador Nasralla",5,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-84.3683048,33.7143654,"33.7143654,-84.3683048"
2017-12-02,"UMEP-11 El Progreso","salida a Tegucigalpa, a la altura 200 metros antes del Puente Humuya","Tegucigalpa","Francisco Morazan","Violenta","40","Si","En contra de la presidencia del Presidente actual Abogado Juan Orlando Hernández",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-02,"UMEP-11 El Progreso","toma de carretera salida a Tegucigalpa a la altura de la Aldea La Sarrosa, El Progreso, Yoro","El Progreso","Yoro","Violenta","300","Si","En contra de la presidencia del Presidente actual Abogado Juan Orlando Hernández.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-84.3683048,33.7143654,"33.7143654,-84.3683048"
2017-12-02,"UMEP-12 Villanueva","en la recta de Yojoa de Santa Cruz de Yojoa, Cortes ","Santa Cruz de Yohoja","Cortes","Violenta","150","Si","se manifestaban en contra de la reelección",19,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-87.8893383,14.9817467,"14.9817467,-87.8893383"
2017-12-02,"UDEP-01 Atlantida"," en el eje carretero CA-13 a la altura de la aldea pajuiles por el desvío hacía la aldea san Antonio Tela Atlántida","Tela","Atlantida","Pacifica","30","Si","en contra de la reelección",5,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.4653502,15.7732601,"15.7732601,-87.4653502"
2017-12-02,"UDEP-01 Atlantida","en la carretera CA-13 a la altura de del Puente Coloradito de la aldea el pino municipio de el Porvenir Atlántida","El Provenir","Atlantida","Pacifica","50","Si","Exigen respeto a la candidatura presidencial de Nasarrala",8,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-105.3827902,35.6967059,"35.6967059,-105.3827902"
2017-12-02,"UDEP-01 Atlantida","en la Aldea Zambo Creek, La Ceiba, Atlantida","Sambo Creek, Honduras","Atlantida","Pacifica","150","Si","En contra de la presidencia del Presidente actual Abogado Juan Orlando Hernández",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.6283557,15.7883449,"15.7883449,-86.6283557"
2017-12-02,"UDEP-01 Atlantida","en la CA-13, carretera que conduce a la Ceiba Atlántida a Colón la altura de la Gasolinera Uno","Gasolinera UNO, CA-13, La Ceiba, Honduras","Atlantida","Pacifica","100","Si","En contra de la presidencia del Presidente actual Abogado Juan Orlando Hernández.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.7646551,15.7694289,"15.7694289,-86.7646551"
2017-12-02,"UDEP-01 Atlantida","a CA-13 carretera que conduce a la Ceiba Atlántida a la altura del Puente La Másica","Comedor El Puente, La Masica, Honduras","Atlantida","Pacifica","15","Si","En contra de la presidencia del Presidente actual Abogado Juan Orlando Hernández.",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.0934953,15.6201176,"15.6201176,-87.0934953"
2017-12-02,"UDEP-02 Colon","en el Eje Carretero de la CA-13 en la Aldea Planes y en el desvió hacia el municipio de Sonaguera, Colon","Sonaguera, Colon","Colon","Pacifica","100","Si","Exigencia de la alianza, que propone al señor salvador Nasrralla como el nuevo presidente",7,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.2717231,15.6156202,"15.6156202,-86.2717231"
2017-12-02,"UDEP-02 Colon","en la carretera CA-13 que conduce hacia Tocoa –Trujillo, a la altura de la Aldea Quebrada De Agua","Quebrada de Agua, Honduras","Colon","Pacifica","20","Si","en la carretera CA-13 que conduce hacia Tocoa –Trujillo, a la altura de la Aldea Quebrada De Agua",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-85.8460643,15.7397382,"15.7397382,-85.8460643"
2017-12-02,"UDEP-02 Colon","carretera CA-13, a la altura de la Aldea Ceibita, Tocoa, Colon","Tocoa
","Colon","Pacifica","150","Si","estarán en las calles, hasta que el triunfo se lo den al señor Salvador Nasrralla.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-85.9968479,15.6576354,"15.6576354,-85.9968479"
2017-12-02,"UDEP-02 Colon","toma de carretera en el desvió de la aldea de Braulio del municipio de Trujillo, Colon","Trujillo
","Colon","Pacifica","30","Si","contra la dictadura donde reclaman que el actual presidente Juan Orlando Hernández entregue el poder a Salvador Nasralla",6,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-79.0215336,-8.1090524,"-8.1090524,-79.0215336"
2017-12-02,"UDEP-02 Colon","en el eje carretero que conduce de la aldea de Corcito A Bonito Oriental, Colon,  a la altura del Puente Tepic","Corocito, Colon","Colon","Pacifica","40","Si","reclaman que el actual presidente Juan Orlando Hernández entregue el poder a Salvador Nasralla.",5,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-85.7897284,15.7796589,"15.7796589,-85.7897284"
2017-12-02,"UDEP-02 Colon","carretera ca-13, a la altura de la aldea Guadalupe Carney, del municipio de Trujillo, Colon","Trujillo","Colon","Pacifica","100","Si","Reclaman que el actual presidente Juan Orlando Hernández entregue el poder a Salvador Nasralla",51,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-79.0215336,-8.1090524,"-8.1090524,-79.0215336"
2017-12-02,"UDEP-03 Comayagua","en la Carretera CA-5 específicamente por donde está La Gasolinera Texaco, entrada a la ciudad de Comayagua","Gasolinera Texaco, Comayagua","Comayagua","Pacifica","200","Si","contra del gobierno y el Tribunal Supremo Electoral.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.6296511,14.4219811,"14.4219811,-87.6296511"
2017-12-02,"UDEP-05 Cortes","CA-5, a la altura de la Aldea Chameleconcito Cortés","Puerto Cortes","Cortes","Pacifica","50","Si","su inconformidad y negligencia en dar los resultados de las elecciones generales 2017.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.9285777,15.825072,"15.825072,-87.9285777"
2017-12-02,"UDEP-06 Choluteca","en la Rotonda Salida hacia el municipio de San Marcos de Colón","San Marcos de Colon
","Colon","Pacifica","100","Si","Solicitándole al TSE los resultados de las elecciones generales",3,8,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.7994359,13.439615,"13.439615,-86.7994359"
2017-12-02,"UDEP-06 Choluteca","a la altura de la Aldea Mariyal de Choluteca","Marcovia, Choluteca","Choluteca","Pacifica","110","Si","Solicitándole al TSE los resultados de las elecciones generales del domingo",8,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.3003706,13.2910707,"13.2910707,-87.3003706"
2017-12-02,"UDEP-06 Choluteca","en la CA-1 a la altura de la Aldea Chichayote","San Francisco, Choluteca","Choluteca","Pacifica","150","Si","Exigen respeto a la candidatura presidencial de Nasarrala",9,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.9041776,13.3767094,"13.3767094,-86.9041776"
2017-12-02,"UDEP-07 El Paraiso","en el sector de salida a San Marcos de Colon a la altura de Gasolinera Puma Carretera CA-1n la carretera principal que conduce del municipio de Teupasenti, hacia Danli ","Danli","El Paraiso","Pacifica","150","Si","se manifiestan por los resultados del proceso Electoral.",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.5703554,14.0410953,"14.0410953,-86.5703554"
2017-12-02,"UDEP-08 Francisco Morazan","kilómetro 75 entrada y eje carretero a Sulaco Yoro del municipio de Marale F.M.","Sulaco, Yoro","Francisco Morazan","Pacifica","25","Si","Exigen al TSE que reconozca el triunfo del presidenciable electo del Ingeniero Salvador Narrarla",10,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.26432,14.913868,"14.913868,-87.26432"
2017-12-02,"UDEP-10 Intibuca","Barrio El Triángulo en la carretera que de San Juan conduce al municipio de Erandique Lempira,","Erandique","Lempira","Violenta","100","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-88.4670322,14.2376109,"14.2376109,-88.4670322"
2017-12-02,"UDEP-12 La Paz","a la altura de la carretera CA-7 a la altura de la Aldea Pedernal, San Jose, La Paz","San Jose","La Paz","Pacifica","30","Si","por cuestiones políticas",9,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-121.8863286,37.3382082,"37.3382082,-121.8863286"
2017-12-02,"UDEP-12 La Paz","en la intersección de la carretera CA-7 que conduce de La Paz hacia la ciudad de Márcala y desvío a la Aldea Concepción de Soluteca, La Paz","Concepcion de Soluteca","La Paz","Pacifica","200","Si","Exigen respeto a la candidatura presidencial de Nasarrala",4,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.8340995,14.3155588,"14.3155588,-87.8340995"
2017-12-02,"UDEP-15 Olancho","en la carretera que de la Aldea de Limones conduce hacia el municipio de Campamento a la altura de la del Puente La Hacienda","Campamento
","Olancho","Pacifica","110","Si","Exigen respeto a la candidatura presidencial de Nasarrala",59,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-75.2966019,6.979498,"6.979498,-75.2966019"
2017-12-02,"UDEP-15 Olancho","en la carretera principal que conduce hacia el municipio de Catacamas y al municipio de San Francisco de La Paz   frente a La Gasolinera Puma de Telica","Telica, Honduras","Olancho","Pacifica","150","Si","Exigen respeto a la candidatura presidencial de Nasarrala",9,41,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-86.1414684,14.720836,"14.720836,-86.1414684"
2017-12-02,"UDEP-15 Olancho","en la carretera que de Juticalpa, conduce hacia el municipio de Patuca, Olancho","Patuca","Olancho","Pacifica","150","Si","Exigen respeto a la candidatura presidencial de Nasarrala",8,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-85.1257759,15.0471539,"15.0471539,-85.1257759"
2017-12-02,"UDEP-15 Olancho","ente a la universidad UNA","UNAG, Honduras","Olancho","Pacifica","800","No","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Estudiantes","Ninguno",-85.8456512,14.8280873,"14.8280873,-85.8456512"
2017-12-02,"UDEP-17 Valle","el eje carretero que conduce de Jícaro Galán al Amatillo a la altura del Puente Guasirope de Nacaome Valle","Nacaome","Valle","Pacifica","50","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.485158,13.5369065,"13.5369065,-87.485158"
2017-12-02,"UDEP-17 Valle","en la carretera que de Nacaome conduce al Amatillo a la altura de la Aldea de Agua Frillita","Nacaome","Valle","Pacifica","60","Si","Solicitándole al TSE los resultados de las elecciones generales del domingo",28,9,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.485158,13.5369065,"13.5369065,-87.485158"
2017-12-02,"UDEP-18 Yoro","en la carretera que de Olanchito, Yoro conduce a Saba, colon en el desvío de la Aldea El Ocote Olanchito, Yoro","Olanchito","Yoro","Pacifica",NA,"Si","Exigen respeto a la candidatura presidencial de Nasarrala",21,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.5905371,15.4861318,"15.4861318,-86.5905371"
2017-12-03,"UDEP-01 Atlantida","Carretera CA-13, Aldea Lean","Arizona","Atlantida","Pacifica","50","Si","Continua la toma de carretera pacífica por parte miembros del partido Alianza se llegó acuerdo con los líderes de abrir paso cada 6 horas cuando se aglomeran muchos vehículos, exigen el gane del candidato Salvador Nasralla",4,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-111.0937311,34.0489281,"34.0489281,-111.0937311"
2017-12-03,"UMEP-05 Guamilito","Monumento La Madre","San Pedro Sula","Cortes","Pacifica","10,000","Si","Simpatizantes del partido político Alianza-Pinu",345,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-03,"UDEP-02 Colon","Carretera CA-13 Aldea Ceibita conduce a Tocoa","Aldea Ceibita, Honduras","Colon","Violenta","80","Si","Simpatizantes del partido político Alianza, se llevó a cabo desalojo uso proporcional de la fuerza uso de gas lacrimógeno, las personas lanzaron piedras a los policias quienes resultaron heridos",2,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-86.0210857,15.6273407,"15.6273407,-86.0210857"
2017-12-03,"UDEP-02 Colon","Colonia Guadalupe Carney","Trujillo","Colon","Pacifica","120","Si","Simpatizantes del partido Alianza lideradas por Adolfo Cruz se tomaron la carretera CA 13 obstaculizando el paso se entabló diálogo se logró que cada 45 mins pasen los vehículos",3,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-79.0215336,-8.1090524,"-8.1090524,-79.0215336"
2017-12-03,"UDEP-02 Colon","Desvío que conduce a Sonaguera","Sonaguera","Colon","Pacifica","150","Si","Simpatizantes de la Alianza, quienes obstaculizan el paso de vehículos, colocan piedras y troncos ",8,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-86.2717231,15.6156202,"15.6156202,-86.2717231"
2017-12-03,"UDEP-02 Colon","Colonia La Pista, frente al Mall Mega Plaza","Tocoa","Colon","Pacifica","300","Si","Simpatizantes de la Alianza iniciaron una marcha pacífica la cual finalizará en la concha acústica del parque central",4,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-85.9968479,15.6576354,"15.6576354,-85.9968479"
2017-12-03,"UDEP-03 Comayagua","Plaza Leon Alvarado","Comayagua","Comayagua","Pacifica","1,000","Si","Simpatizantes de la Alianza contra la dictadura manifestandose en contra del TSE, gobierno",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.6482474,14.4490149,"14.4490149,-87.6482474"
2017-12-03,"UDEP-04 Copan","Barrio El Centro","Santa Rita","Copan","Pacifica","200","Si","Simpatizantes del partido políto Liberal quienes no aceptan el conteo de votos del TSE",2,0,"No","Simpatizantes del partido Liberal","Ninguno",144.7082568,13.3742669,"13.3742669,144.7082568"
2017-12-03,"UDEP-04 Copan","Parque Las Banderas carretera CA-4","La Entrada ","Copan","Pacifica","80","Si","Simpatizantes de la Alianza  en desacuerdo resultados TSE",12,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-122.2019191,37.4278331,"37.4278331,-122.2019191"
2017-12-03,"UDEP-06 Choluteca","Calle Panamericana, Aldea Chinchallote","San Marcos de Colon","Choluteca","Pacifica","100","Si","Simpatizantes de la  Alianza en marcha por no dar los resultados reales el TSE",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.7994359,13.439615,"13.439615,-86.7994359"
2017-12-03,"UDEP-06 Choluteca","Carretera Panamericana conduce de Choluteca a la Aduana Guasaule","El Triunfo","Choluteca","Pacifica","200","Si","Simpatizantes de la Alianza ",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-71.0648426,42.3434824,"42.3434824,-71.0648426"
2017-12-03,"UDEP-06 Choluteca","Instalaciones del Instituto Seguridad Social Boulevard Chorotega","Choluteca","Choluteca","Pacifica","1500","Si","Simpatizantes de la Alianza en contra del TSE manifiestan que no da los resultados reales de las elecciones",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-03,"UDEP-07 El Paraiso","Carretera de Tegucigalpa-Danlí, empalme Yuscarán","El Paraiso","El Paraiso","Pacifica","25","Si","Simpatizantes de la Alianza se manifiestan por los resultados el proceso electoral",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-91.7161718,41.9512801,"41.9512801,-91.7161718"
2017-12-03,"UDEP-07 El Paraiso","Carretera CA-6 altura del puente Alejandro Flores","Danli","El Paraiso","Pacifica","150","Si","Simpatizantes de la Alianza en contra de la dictadura",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.5703554,14.0410953,"14.0410953,-86.5703554"
2017-12-03,"UDEP-08 Francisco Morazan","Carretera que conduce deGuaimaca a Talanga kilometro 86 desvio a Orica","Orica, Honduras","Francisco Morazan","Pacifica","200","Si","Simpatizantes de la Alianza en contra de la dictadura ",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.9448841,14.7174741,"14.7174741,-86.9448841"
2017-12-03,"UDEP-10 Intibuca","Barrio El Triángulo carretera San Juan a Erandique","Erandique","Lempira","Pacifica","100","Si","Simpatizantes de la Alianza se tomaron la carretera quemaron llantas y paso interrumpido",5,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.4670322,14.2376109,"14.2376109,-88.4670322"
2017-12-03,"UDEP-10 Intibuca","Hospital Enrique Aguilar Cerrato","Hospital Enrique Aguilar Cerrato, Honduras","Intibuca","Pacifica","400","Si","Simpatizantes del partido Liberal, Alianza dieron inicio a una marcha dirigiendose hasta el centro ciudad Parque López, lanzaron morteros",54,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.1603943,14.3152038,"14.3152038,-88.1603943"
2017-12-03,"UDEP-12 La Paz","Aldea Florida Opatoro -Santa Ana altura de Llano Grande","La Florida, Honduras","La Paz","Pacifica","20","Si","Simpatizantes partidos políticos Libre, Alianza y Liberal portan banderas de ambos partidos colocando obstáculos piedras y palos sobre la carretera, manifiestan que permanecerán todo el día",4,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.8383036,15.026492,"15.026492,-88.8383036"
2017-12-03,"UDEP-12 La Paz","Aldea Concepción, Soluteca El Bache, Quilaperquey Lepaguare","La Paz - Marcala","La Paz","Pacifica","300","Si","Campesinos se manifiestan con quema de llantas, uso de palos y piedras protestando por cuestiones políticas",4,0,"Si","Grupos de campesinos de la zona","Ninguno",-88.0363086,14.1560521,"14.1560521,-88.0363086"
2017-12-03,"UDEP-13 Lempira","Carretera CA-11 frente al Cuerpo de Bomberos","Gracias ","Lempira","Pacifica","120","Si","Simpatizantes de los partidos Libre y Alianza se tomaron un carril obstaculizando el tráfico con llantas y vehículos por estar en contra del fraude electoral",16,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.5831026,14.5874782,"14.5874782,-88.5831026"
2017-12-03,"UDEP-15 Olancho","Calle principal de Campamento frente al Parque","Campamento","Olancho","Pacifica","80","Si","Simpatizantes de la Alianza quienes están en contra dictadura",23,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-75.2966019,6.979498,"6.979498,-75.2966019"
2017-12-03,"UDEP-15 Olancho","Aldea Chilapa carretera Catacamas a Juticalpa","Santa Maria del Real, Honduras","Olancho","Pacifica","200","Si","Simpatizantes del partido Alianza se tomaron la carretera usando altoparlante indican que dejarán pasar vehículos cada hora",31,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-85.9330098,14.824285,"14.824285,-85.9330098"
2017-12-03,"UDEP-17 Valle","Carretera Panamericana CA-1 Jicaro Galán al Amatillo, puente Guacirope","Nacaome","Valle","Pacifica","1,500","Si","Simpatizantes de la Alianza",35,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.485158,13.5369065,"13.5369065,-87.485158"
2017-12-03,"UDEP-17 Valle","Desvío a Langue","Langue, Valle","Valle","Pacifica","70","No","no especifíca",NA,0,"Si","no especifíca","Ninguno",-87.6556468,13.622392,"13.622392,-87.6556468"
2017-12-03,"UDEP-17 Valle","Calles de San Lorenzo","San Lorenzo","Valle","Pacifica","120","Si","Simpatizantes de la Alianza comenzaron una caminata en manifestación pacífica",24,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-122.1244088,37.6810422,"37.6810422,-122.1244088"
2017-12-03,"UDEP-18 Yoro","Colonia Ramón Amaya Amador","Olanchito","Yoro","Pacifica",NA,"Si","Simpatizantes de la Alianza por la no reelección quemando llantas en protesta",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.5905371,15.4861318,"15.4861318,-86.5905371"
2017-12-04,"UMEP-08 Rivera Hernandez","carretera que se conduce de la Lima A San Pedro Sula a la altura de la entrada a la Colonia Planeta","San Pedro Sula","Cortes","Pacifica","100","Si","marcha pacífica por parte de personas simpatizantes del partido libre en donde están bajando las personas que se transportan en los buses urbanos e interurbanos ya que manifiestan que están en apoyo al movimiento alianza",7,0,"No","Simpatizantes del Partido Libre","Ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-04,"UMEP-08 Rivera Hernandez","boulevard del este a la altura de la Colonia Guaymuras","San Pedro Sula","Cortes","Pacifica","40","Si","Habitantes de la misma Colonia Guaymuras quemaron un cono policial",NA,0,"No","Habitantes de la Colonia Guaymuras","Ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-04,"UMEP-11 El Progreso","salida a San Pedro Sula a la altura del puente la democracia, Progreso","puente la demoracia san pedro sula","Cortes","Pacifica","80","Si","Simpatizantes de la Alianza protestan a la orilla de la calle sin obstaculizar el tráfico vehicular",21,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.8199458,15.403956,"15.403956,-87.8199458"
2017-12-04,"UMEP-11 El Progreso","Aldea Agua Blanca Sur","Santa Rita","Yoro","Pacifica","300","Si","toma de carretera por antisociales cubierto sus rostros, En apoyo a la Alianza de oposición como ser camisas pañuelos con usando palos, bombas molotov, piedras, quema de llantas y poniendo objetos de metal en la carretera pavimentada",36,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",144.7082568,13.3742669,"13.3742669,144.7082568"
2017-12-04,"UMEP-11 El Progreso","Barrio Los Pinos","El Progreso","Yoro","Pacifica","1,500","Si","simpatizantes de la institución política alianza libre personas adultas hombres, mujeres y niños pacíficamente se manifestaron frente a las instalaciones de la unidad metropolitana de prevención N°11 en el Barrio Los Pinos del Progreso, Yoro Haciendo reitero a la policía nacional que continuaran en las calles y de las fuerzas armadas de Honduras no agredir a los seguidores de la alianza- libre, ya que ellos no son enemigos de la policía nacional y las fuerzas armadas y su lucha es únicamente política ideológica con autoridades del gobierno actu",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-84.3683048,33.7143654,"33.7143654,-84.3683048"
2017-12-04,"UMEP-12 Villanueva","los Semáforos, frente a maquilas ZIP","Villanueva","Cortes","Pacifica","1,000","Si","simpatizantes del partido Alianza de Oposición personal involucrado Sub comisario de Policía Walter Renyery Valladares",10,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-105.3613399,35.266753,"35.266753,-105.3613399"
2017-12-04,"UMEP-12 Villanueva","Posta de Villanueva","Villanueva","Cortes","Pacifica","150","Si","manifestación frente de nuestras instalaciones de la posta de Villanueva, Cortes en apoyo a la policía nacional por el trabajo realizado en esta comunidad",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-105.3613399,35.266753,"35.266753,-105.3613399"
2017-12-04,"UMEP-12 Villanueva","frente instalación distrito policial dos caminos","Villanueva","Cortes","Pacifica","600","Si","simpatizantes al partido alianza movimiento del ingeniero salvador Nasrralla lo cual exigían al tribunal supremo electoral los resultados de las elecciones",6,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-105.3613399,35.266753,"35.266753,-105.3613399"
2017-12-04,"UMEP-12 Villanueva","ca-5 sector de Potrerillos Cortes","Potrerillos, Cortes","Cortes","Pacifica","150","Si","simpatizantesal partido alianza movimiento del ingeniero salvador Nasrralla lo cual exigían al tribunal supremo electoral los resultados de las elecciones",8,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9653335,15.2307976,"15.2307976,-87.9653335"
2017-12-04,"UDEP-01 Atlantida","Ciudad de Tela","Tela ","Atlantida","Pacifica","150","Si","simpatizantes al partido alianza movimiento del ingeniero salvador Nasrralla ",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.4653502,15.7732601,"15.7732601,-87.4653502"
2017-12-04,"UDEP-01 Atlantida","eje carretero c a 13 a la altura de la aldea pajuiles por el desvío hacía la aldea San Antonio","Tela ","Atlantida","Pacifica","20","Si","partido político alianza donde participants manifiestan a cada 6 horas van a dar libre el paso a los vehículos que transitan por la calle",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.4653502,15.7732601,"15.7732601,-87.4653502"
2017-12-04,"UDEP-01 Atlantida","ca-13 a la altura de la Colonia Irías salida a la Ceiba","La Ceiba","Atlantida","Pacifica","100","Si","Simpatizantes del partido de la Alianza",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.7919009,15.770288,"15.770288,-86.7919009"
2017-12-04,"UDEP-01 Atlantida","ca-13 que conduce de la Aldea El Pino el Porvenir hacia la Ceiba, puente Coloradito","La Ceiba","Atlantida","Pacifica","50","Si","Simpatizantes del partido de la Alianza",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.7919009,15.770288,"15.770288,-86.7919009"
