"fecha","unidad","descrubicacion","ubicacion","departamento","violencia","tamano","electoral","observaciones","numpolicias","nummilitares","toma","grupo","desalojo","lon","lat","location"
2017-12-15,"UDEP-07 El Paraiso","altura de la carretera que de trojes dirige a Danli","Trojes","El Paraiso","Pacifica","17","Si","Simpatizantes de la Alianzadesacuerdo de la situación política y electoral, que se está dando en nuestro país,",4,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-85.9993997,14.0816305,"14.0816305,-85.9993997"
2017-12-15,"UDEP-08 Francisco Morazan","carretera CA-15 que conduce de Talanga hacia Tegucigalpa frente a la Clínica Solidaria km 52","Talanga","Francisco Morazan","Pacifica","100","Si","toma por los simpatizantes del Partido Libre y Pinu",4,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.0873978,14.4137091,"14.4137091,-87.0873978"
2017-12-15,"UDEP-08 Francisco Morazan","kilómetro 75, carretera del Porvenir hacia Sulaco Yoro, entrada a Marale","Marale","Francisco Morazan","Pacifica","45","Si","toma pacífica por partido de alianza donde exigen el fraude del partido nacional y del tribunal supremo electoral
que el candidato a presidente salvador Nasrralla sea el presidente
",10,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",73.8801301,16.7717767,"16.7717767,73.8801301"
2017-12-15,"UDEP-08 Francisco Morazan","aldea Las Marías a la altura del puente del municipio de Guaimaca","Guaimaca","Francisco Morazan","Pacifica","100","Si","manifestación pacífica de Alianza de Oposición un aproximado de unas 100 personas en contra de la dictadura",7,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.8270545,14.549965,"14.549965,-86.8270545"
2017-12-15,"UDEP-10 Intibuca","carretera N-118 municipio de Camasca, Intibucá frente al desvío Colomoncagua","Colomoncagua","Intibuca","Pacifica","50","Si","desalojo de forma pacífica 50 manifestantes del Partido de la Alianza de Oposición Contra La Dictadura, quienes realizaron toma de carretera y quema de llantas.",11,12,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-88.2759224,13.9612612,"13.9612612,-88.2759224"
2017-12-15,"UDEP-10 Intibuca","Aldea Casa de Piedra","Jesus de Otoro","Intibuca","Violenta","20","Si","desalojo violento donde fueron desarmadas dos barricadas de piedra, quema de llantas y madera, y desalojadas 20 personas simpatizantes del Partido Alianza, quienes, al notar la presencia policial, comenzaron a lanzar piedras, desde una loma, por lo que se procedió a lanzarles gas para disuadirlos.",49,10,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-87.9775787,14.4927954,"14.4927954,-87.9775787"
2017-12-15,"UDEP-10 Intibuca","Carretera N-118 municipio de Camasca, Intibucá frente al desvío Colomoncagua Intibucá","Camasca","Intibuca","Pacifica","50","Si","toma de carretera por 50 personas manifestantes de la Alianza de Oposición. Motivo: Por el supuesto fraude electoral del pasado 26 de noviembre en las elecciones generales.",14,12,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.3803792,13.9967823,"13.9967823,-88.3803792"
2017-12-15,"UDEP-13 Lempira","carretera que conduce hacia el Departamento de Copan a la altura del Rio Higuito Municipio de las Flores Lempira","Las Flores","Lempira","Pacifica","60","Si","personas simpatizantes de partido Libre y Alianza se manifestaban en contra del fraude electoral manteniendo la carretera obstaculizada para el tránsito de vehículos.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-117.6267159,33.5880791,"33.5880791,-117.6267159"
2017-12-15,"UDEP-13 Lempira","carretera que conduce del Municipio de san Marcos de Caquin hacia los municipios de Gracias Lempira, San Sebastián y San Manuel de Coloete,","San Marcos","Lempira","Pacifica","30","Si","personas simpatizantes de partido Libre y Alianza .los cuales se manifestaban en contra del fraude electoral manteniendo la carretera obstaculizada con quema de ramas y árboles",14,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-97.9413941,29.8832749,"29.8832749,-97.9413941"
2017-12-15,"UDEP-15 Olancho","Aldea de la Sierra de Lepaguare","Lepaguare","Olancho","Pacifica","50","Si","toma de carretera por parte de seguidores del Partido Político La Alianza de Oposición, unas 50 seguidoras aproximadamente en donde no dejaban circular vehículos para ninguna lada y quemando llantas a eso de las 07:20 horas optaron por despejar una vía para que circulen vehículos.",2,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.4465631,14.6172597,"14.6172597,-86.4465631"
2017-12-15,"UDEP-15 Olancho","carretera a la altura de la Clínica La Solidaria calle que conduce de Olancho a Tegucigalpa","Clinica la Solidaria, Olancho","Olancho","Pacifica","100","Si","toma de carretera habiendo un aproximado de 100 personas dirigidos por el candidato a alcalde Mario Moncada, quienes son seguidores de partido político la alianza, quienes exigen la renuncia del presidente actual, hasta los momentos no se reportan daños a la propiedad privada.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.0859935,14.4171444,"14.4171444,-87.0859935"
2017-12-15,"UDEP-15 Olancho","carretera principal, que conduce a los municipios de los Pueblos Del Norte","juticalpa, olancho","Olancho","Pacifica","100","Si","manifestación pacífica por parte de un grupo de persona, en la que participan aproximadamente 100 personas del Partido Libertad y Refundición en combinación con la Alianza en dónde tienen obstaculizado el eje carretero en quemas de llantas, árboles y vehículos pesados.",1,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.2107672,14.6572108,"14.6572108,-86.2107672"
2017-12-15,"UDEP-15 Olancho","altura del Kilómetro 109 de la Aldea El Nance","Campamento","Olancho","Violenta","30","Si","manifestación violenta, por parte de 30 simpatizantes del partido político de la Alianza de Oposición.Empezaron a quemar llantas, tirar piedras y agredir a los ciudadanos que transitaban por el lugar.",18,50,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-75.2966019,6.979498,"6.979498,-75.2966019"
2017-12-15,"UDEP-15 Olancho","carretera que conduce de Catacamas a Juticalpa","Catacamas","Olancho","Violenta","500","Si","toma de carretera aproximadamente 500 personas por parte del Partido Político La Alianza. estar contra la dictadura protestando en contra de los resultados que hasta ahora ha emitido el Tribunal Superior Electoral los simpatizantes de la alianza utilizan auto parlantes, portando palos, piedras, y métodos de quema de llantas.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-85.8793252,14.8437223,"14.8437223,-85.8793252"
2017-12-15,"UDEP-16 Santa Barbara","Carretera Internacional n-20 que de Ceibita Sur conduce a Santa Bárbara,","Ceibita Sur","Santa Barbara","Pacifica","80","Si","manifestación pacífica por parte de la Alianza de Oposición, donde participan 80 personas, quienes se manifiestan en desacuerdo por los resultados del Tribunal Supremo Electoral, emitida el 26 de noviembre.",12,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.2527578,14.8986305,"14.8986305,-88.2527578"
2017-12-15,"UDEP-16 Santa Barbara","Carretera N.20 que desde la Aldea La Ceibita a Santa Bárbara a la altura de la Aldea Santa Rosita,","Santa Rosita","Santa Barbara","Pacifica","500","Si","toma de carretera por 500 personas de la Alianza de Oposición, Motivo: Se manifiestan en desacuerdo por los resultados del Tribunal Supremo electoral, emitida el 26 de noviembre donde obstruyeron toda la vía pública obstaculizando el paso a vehículos y peatones que transitan por este sector del país",60,39,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-90.4797296,14.6218571,"14.6218571,-90.4797296"
2017-12-15,"UDEP-17 Valle","carretera sobre la CA-5, a unos 300 metros del puente de la ENEE","San Lorenzo, Valle","Valle","Pacifica","75","Si","una toma pacífica, por parte de simpatizantes del partido de la Alianza, donde participan 75 personas y 03 vehículos quienes se manifiestan en protesta por el fraude electoral",38,12,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.4554432,13.4326204,"13.4326204,-87.4554432"
2017-12-15,"UDEP-17 Valle","carretera panamericana a la altura del Caserío Sonares,","Nacaome","Valle","Pacifica","30","Si","manifestación con un aproximado de 30 personas simpatizante del partido alianza de oposición",30,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.485158,13.5369065,"13.5369065,-87.485158"
2017-12-15,"UDEP-18 Yoro","eje Carretero que de Yoro conduce a San Pedro Sula, a la altura del Desvió El Medio Yoro","Yoro","Yoro","Pacifica","25","Si","toma de carretera por parte de 25 personas simpatizantes del Partido alianza de Oposición Contra la Dictadura, los que se encuentran quemando llantas y están obstaculizando el paso con ramas de árboles en el pavimento.",5,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.1422895,15.2949679,"15.2949679,-87.1422895"
2017-12-15,"UDEP-18 Yoro","altura del Carnel Carretera que conduce del Negrito hacia Santa Rita,","El Negrito","Yoro","Pacifica","20","Si","manifestación por parte de 20 personas simpatizantes de la Alianza de Oposición, donde se encuentra obstruido el paso con quema de ramas en el pavimento. exigen al Tribunal Supremo Electoral, declare al ingeniero salvador Nasralla como presidente de la Republica de Honduras",5,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.7024817,15.307236,"15.307236,-87.7024817"
2017-12-16,"UMEP-05 Guamilito","corredor del boulevard del norte","Bulevar del Norte, San Pedro Sula","Cortes","Violenta",NA,"Si","toma de carreteras por parte de manifestantes del Parido Político Alianza. daños a la propiedad pública del estado.Daños a logística de la Policía Nacional Daños a la Posta Policial de Rio Blanco. Daños a la propiedad pública del estado 04 Casetas de cobro de peaje 05 Cámaras de monitoreo de la central de comunicaciones 911. 05 Casetas de estacionamiento de buses. Arboles de la mediana del boulevard Rótulos de señalización del peaje. Rótulos viales",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.0214055,15.5286279,"15.5286279,-88.0214055"
2017-12-16,"UMEP-05 Guamilito","Peaje salida a Puerto Cortes","Puerto Cortes","Cortes","Pacifica","200","Si","dio inicio al desalojo de los simpatizantes del Partido Político Libre, con un aproximado de 200 personas",44,60,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9285777,15.825072,"15.825072,-87.9285777"
2017-12-16,"UMEP-10 Choloma","carretera que conduce de Choloma hacia Monterrey a la altura de la Colonia Japón","Choloma","Cortes","Pacifica","30","Si","en la carretera que conduce de Choloma hacia Monterrey a la altura de la Colonia Japón Choloma Cortes la cual estaba obstaculizada mediante quema de llantas por un grupo de aproximadamente 30 personas simpatizantes del partido Alianza de oposición",28,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9432837,15.596502,"15.596502,-87.9432837"
2017-12-16,"UMEP-11 El Progreso","Carretera que de Progreso, Yoro, conduce hacia Santa Rita, Yoro","El Progreso","Yoro","Pacifica","20","Si","desalojo de una manifestación por parte de miembros del Partido Político de la Alianza, donde participaban 20 personas aproximadamente, quienes habían colocado, rocas, arboles, quemando llantas y otros objetos, imposibilitado con esto el tránsito vehicular",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-84.3683048,33.7143654,"33.7143654,-84.3683048"
2017-12-16,"UMEP-12 Villanueva","altura de la Entrada del Puente Nuevo de Chamelecón, San Pedro Sula","San Pedro Sula","Cortes","Pacifica","40","Si","manifestación pacífica por parte de miembros del Partido Político Alianza donde funge como candidato presidencial el Ingeniero Salvador Nasrala, en la que participan 40 personas aproximadamente, quienes están quemando llantas y cerrando ambos carriles del eje carretero Los cuales están manifestándose sobre el fraude electoral tomándose la carretera CA-5 obstaculizando el paso en ambas vías,  con la novedad, que se logró despejar la carretera ca-5 en ambas vías, ",12,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-16,"UMEP-12 Villanueva","Colonia Santa Fe, Sector Dos Caminos,","San Pedro Sula","Cortes","Violenta","300","Si","se provocó el incendio de una Posta Policial, por parte de una turba de manifestantes, en la que participaron unas 300 personas aproximadamente, los cuales se encontraban en una manifestación en el eje carretero de la CA-5 *Pendiente de finalización ya que los manifestantes todavía se encuentran manifestando en el sector de la posta Policia",3,0,"No","Turba de manifestantes","Ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-16,"UDEP-01 Atlantida","la Altura De San Juan Pueblo CA13 que conduce hacia la Ciudad de La Ceiba, Atlantida","San Juan Pueblo","Atlantida","Violenta","80","Si","una toma de carretera, por parte de miembros del Partido Político de Alianza de Oposición : Los ciudadanos del sector tomaron represalias, en contra de los manifestantes lanzando piedras y palos, a los manifestantes que tenían tomada la carretera CA13 a la altura de San Juan Pueblo *Finalizando a las 17:00 horas* con la novedad que se procedió a desalojar mediante gas lacrimógeno, con el objetivo de abrir el paso a los ciudadanos que transitan la carretera CA13 quienes estaban parados a la altura de San Juan Pueblo.",46,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-106.0705788,36.0528006,"36.0528006,-106.0705788"
2017-12-16,"UDEP-01 Atlantida","carretera CA- 13 a la altura del puente Santiago","Santiago, Atlantida","Atlantida","Pacifica","30","Si","toma de carretera , en la que participan 30 personas, pertenecientes al Partido Alianza Pinu- Libre en donde se encuentra obstaculizado las vías con arena y vehículos atravesados. La carretera fue desalojada a las 06:00 horas siendo tomada nuevamente la carretera a las 09:00 horas tomada por miembros del Partido Político Alianza Pinu-Libre.",9,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.6137011,15.6459347,"15.6459347,-87.6137011"
2017-12-16,"UDEP-01 Atlantida","CA-13 que Conduce a la Ciudad de La Ceiba a la altura de la Colonia Irías","Jutiapa","Atlantida","Pacifica","70","Si","toma de carretera por parte de ciudadanos simpatizantes del Partido Político Alianza, en la que participan 70 personas aproximadamente. Hasta el momento se están manifestando pacíficamente sin agredir a los ciudadanos ni provocando daños, interrumpiendo la libre circulación de vehículos y personas.",4,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-89.9253233,14.1930802,"14.1930802,-89.9253233"
2017-12-16,"UDEP-06 Choluteca","Carretera salida a Marcovia de la Ciudad de Choluteca","Choluteca","Choluteca","Pacifica","20","Si","toma pacífica por parte de la Alianza de oposición aproximadamente 20 personas quienes se manifiestan en contra del Tribunal Supremo Electoral por que no dan los resultados y quien ganó las elecciones fue Salvador Nasralla quienes quemaron llantas",6,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.1622344,13.3198572,"13.3198572,-87.1622344"
2017-12-19,"UMEP-1 Los Dolores","redondel que está ubicado al final del Boulevard Morazán, frente a Plaza Tigo","Tegucigalpa","Francisco Morazan","Pacifica","15","Si","simpatizantes del Partido Político Alianza Libre, manifestándose pacíficamente sin obstaculizar el pazo de vehículos",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-19,"UMEP-1 Los Dolores","Colonia el Hatillo","Tegucigalpa","Francisco Morazan","Pacifica","80","Si","simpatizantes del Partido Político Alianza Libre",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-19,"UMEP-03 La Rosa","Colonia Altos de Toncontín, a la altura de Típicos de la Costa","Tegucigalpa","Francisco Morazan","Pacifica","80","Si","simpatizantes de la Alianza Se dialogó con ellos y están de manera pacífica dejando la libre circulación de vehículos y personas",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-19,"UMEP-04 Kennedy","Colonia el Hato de En medio,","Tegucigalpa","Francisco Morazan","Violenta","10","Si","se realizó un desalojo a una toma violenta con quema de llantas, por simpatizantes del Partido Político Alianza de Oposición",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-19,"UMEP-04 Kennedy","Residencial Honduras,","Tegucigalpa","Francisco Morazan","Pacifica","35","Si","dio inicio un desalojo una toma violenta con quema de llantas y obstaculización de calles con los contenedores de basura, por simpatizantes del partido Político Alianza de oposición",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-19,"UMEP-04 Kennedy","Residencial Lomas del Dorado","Tegucigalpa","Francisco Morazan","Pacifica","15","Si","dio inicio un desalojo de una manifestación con quema de llantas, organizado por simpatizantes de la Alianza con un aproximado de 15 personas",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-19,"UMEP-04 Kennedy","anillo periférico por la entrada a Prados Universitarios frente a la Texaco","Tegucigalpa","Francisco Morazan","Pacifica","30","Si","dio inicio una manifestación con quemando llantas y obstaculización de calles, organizado por simpatizantes de la Alianza de Oposición",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-19,"UMEP-05 Guamilito","Carretera salida al Norte en el puente de Rio Blanco, hasta el peaje salida a Cortes,","San Pedro Sula","Cortes","Pacifica","800","Si","dio inicio una manifestación por Parte miembros del Partido De Alianza de Oposición, en la que participan 800 personas aproximadamente ",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-19,"UMEP-07 Suncery","33 calle intersección segundo anillo de circunvalación","San Pedro Sula","Cortes","Pacifica","400","Si","dio inicio una manifestación pacífica por parte del grupo Político Alianza Opositora,  Quienes protestan debido al actual gobierno, exigiendo que ha habido supuesto fraude electoral utilizando piedras, quemas de llantas árboles en la calle entre otros.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-19,"UMEP-07 Suncery","Colonia Miguel Ángel Pavón y bodegas del Almacén Elektra.","San Pedro Sula","Cortes","Pacifica","150","Si","Motivo: Exigiendo no a la reelección del actual presidente del país del actual y supuesto fraude electoral. Observaciones: Quienes utilizan piedras, quemas de llantas, árboles todo para obstaculizar el paso de peatones y vehículos.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-19,"UMEP-07 Suncery","10 calle Colonia Villeda Morales","san Pedro Sula","Cortes","Pacifica","100","Si","exigiendo no a la reelección del actual presidente del país y supuesto fraude electoral. Observaciones: Quienes utilizan piedras, quemas de llantas, árboles todo para obstaculizar el paso de peatones y vehículos.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-19,"UMEP-07 Suncery","carretera en la 27 calle intersección Bulevar Las Torres","san Pedro Sula","Cortes","Pacifica","200","Si","Quienes utilizan piedras, quemas de llantas, árboles todo para obstaculizar el paso de peatones y vehículos.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-19,"UMEP-07 Suncery","Bulevar Las Torres frente a la Despensa Familiar, Colonia La Pradera","san Pedro Sula","Cortes","Pacifica","200","Si","exigiendo no a la reelección del país del actual gobierno y supuesto fraude electoral. Observaciones: Quienes utilizan piedras, quemas de llantas, árboles todo para obstaculizar el paso de peatones y vehículos.
",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-19,"UMEP-07 Suncery","33 Calle Intersección Segundo Anillo de Circunvalación","san Pedro Sula","Cortes","Pacifica","400","Si","Motivo: Quienes protestan debido al actual gobierno exigiendo que ha habido supuesto fraude electoral. Observaciones: Manifestantes utilizan piedras, quemas de llantas árboles en la calle entre otros.
",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-19,"UMEP-08 Rivera Hernandez","carretera que conduce a la Aldea El Carmen a la altura de la Colonia Lomas de Pepe Lobo,","Aldea el Carmen, San Pedro Sula","Cortes","Pacifica","200","Si","Quienes protestan por declarar a Juan Orlando Hernández cómo ganador de las elecciones.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.9656984,15.5267442,"15.5267442,-87.9656984"
2017-12-19,"UMEP-08 Rivera Hernandez","carretera que se conduce de San Pedro Sula, a La Lima a la altura de la entrada a la Colonia Planeta,","Colonia Planeta, San Pedro Sula","Cortes","Pacifica","50","Si","Motivo: Las presentes manifestaciones obedecen a la declaratoria del T.S.E. donde oficializó como ganador del presente proceso de elecciones al Sr. Presidente Abog. Juan Orlando Hernández.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-88.0215952,15.5045201,"15.5045201,-88.0215952"
2017-12-19,"UMEP-08 Rivera Hernandez","Colonias del Valle, Jerusalén, Guaymuras, Colonia Planeta hasta el aeropuerto corredor del Boulevard del Este, salida a La Lima.","san Pedro Sula","Cortes","Pacifica",NA,"Si","Motivo: Las presentes manifestaciones obedecen a la declaratoria del T.S.E. donde oficializó como ganador del presente proceso de elecciones al Sr. Presidente Abog. Juan Orlando Hernández.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-19,"UMEP-08 Rivera Hernandez","carretera que de CENCOL conduce al sector Ticamaya","san Pedro Sula","Cortes","Pacifica","100","Si","Motivo: Quienes protestan por haber declarado al Abogado Juan Orlando Hernández, cómo ganador de las elecciones.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-19,"UMEP-11 El Progreso","puente provisional sobre Río Humuya","El Progreso","Yoro","Pacifica","40","Si","Motivo: Quienes protestan por haber declarado al Abogado Juan Orlando Hernández, cómo ganador de las elecciones.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-84.3683048,33.7143654,"33.7143654,-84.3683048"
2017-12-19,"UMEP-11 El Progreso","carretera que, del Progreso, conduce a San Pedro Sula, intersección Boulevard Helena Kulman","El Progreso","Yoro","Violenta","50","Si","desalojo violento, se registra un compañero Policía herido  23 años de edad,  oficio Policía Activo (se encontraba en misión en la UMEP N°11 El Progreso, Yoro)  originario y residente en el municipio de Yoro, Yoro, quien presenta herida de gravedad en la región de la cabeza producto de una bomba molotov, que fue disparada por la turba de más de cincuenta (50) personas, que tiene tomada la salida hacia San Pedro Sula.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-84.3683048,33.7143654,"33.7143654,-84.3683048"
2017-12-19,"UMEP-11 El Progreso","carretera que conduce hacia la ciudad de Tela, Atlántida y San Pedro Sula","El Progreso","Yoro","Violenta",NA,"Si","desalojo Violento, en horas de la mañana en El Progreso, Yoro, esto cuando se habilito el paso vehicular en la carretera que conduce hacia la ciudad de Tela, Atlántida y San Pedro Sula dando como resultado el desalojo realizado en el Puente de Quebrada Seca, los manifestantes quemaron la Posta Policial ubicada en la Colonia Berlín en El Progreso, robándose una serie de pertenencias de la policía nacional.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-84.3683048,33.7143654,"33.7143654,-84.3683048"
2017-12-19,"UMEP-12 Villanueva","sede Policial De Villanueva, Cortes","Villanueva","Cortes","Violenta","800","Si","Manifestantes por el partido el alianza y librea manifiestan el fraude de las Elecciones generales del 2017.  turba de manifestantes de la Alianza de Oposición, en la que participan 800 personas aproximadamente, llegaron hasta la sede Policial De Villanueva, Cortes, con la intención de prenderle fuego al inmueble antes mencionado, situación que obligo al Sub Comisario Walter Valladares Antúnez, a hacer uso de la fuerza necesaria para evitar dicha situación para lo cual tomo a bien hacer disparos al aire para disuadir a la turba violenta, saliendo 6 personas heridas supuestamente por arma de fuego de las cuales se desconocen los datos en vista que por la actitud violenta de los manifestantes no pudo ser posible tomar nota de las personas herida",32,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-105.3613399,35.266753,"35.266753,-105.3613399"
2017-12-19,"UDEP-01 Atlantida","carretera CA-13 que conduce a la ciudad de La Ceiba, a la altura de la Colonia Irías,","Jutiapa","Atlantida","Pacifica","30","Si","toma de carretera, por parte de ciudadanos del Partido Político Alianza, en dicha toma de carretera se encuentran 30 personas, quienes cruzaron 02 árboles, y quema de llantas impidiendo el paso vehicular. Se diálogo con las personas encargadas, las cuales manifestaron qué tienen acceso a circular los vehículos de emergencia (ambulancias, personas enfermas en vehículos particulares, la Policía Nacional).la misma turba habían despojado de armas de fuego tipo escopetas a guardias de seguridad que brindan servicios en alrededores de la zona comercial, por lo cual y para evitar que policías o manifestantes perdieran la vida en una refriega el SUB COMISARIO Walter Valladares Antúnez tomó a bien abandonar el inmueble policial, el cual momentos después fue incendiado por parte de los manifestantes",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-89.9253233,14.1930802,"14.1930802,-89.9253233"
2017-12-20,"UMEP-1 Los Dolores","Colonia Brisas del Picacho, calle hacia El Hatillo, de Tegucigalpa","Tegucigalpa","Francisco Morazan","Pacifica","30","Si","se llegó a un dialogo quedando de acuerdo que ellos mismos desalojaran el lugar sin necesidad de uso de la fuerza.",10,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.192136,14.0722751,"14.0722751,-87.192136"
2017-12-20,"UMEP-02 Belen","Colonia Los Laureles entrada a la residencial Francisco Morazán de Comayagüela","Colonia los Laureles Tegucigalpa","Francisco Morazan","Pacifica","20","Si","Exigen respeto a la candidatura presidencial de Nasarrala",6,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-87.2324414,14.072829,"14.072829,-87.2324414"
2017-12-20,"UMEP-02 Belen","Barrio El Obelisco, Comayagüela","Parque El Obelisco","Francisco Morazan","Pacifica","3000","Si","contando con la presencia del expresidente de la república Manuel Zelaya Rosales",21,0,"No","Simpatizantes de la Alianza de Oposicion","ninguno",-100.2141428,25.7038858,"25.7038858,-100.2141428"
2017-12-20,"UMEP-04 Kennedy","Colonia El Hato a la Altura de Clínica y Hospital San Jorge","Hospital y Clinicas San Jorge, Tegucigalpa","Francisco Morazan","Pacifica","30","Si"," toma de los dos carriles por parte de simpatizantes de la Alianza donde participan aproximadamente 30 personas",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","ninguno",-87.206253,14.0900624,"14.0900624,-87.206253"
2017-12-20,"UMEP-04 Kennedy","Primera Entrada de La Colonia Kennedy, Tegucigalpa ","Colonia Kennedy, Tegucigalpa","Francisco Morazan","Pacifica","30","Si","Durante la manifestación la calle se mantenía obstaculizada con piedras y llantas encendidas con fuego.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.1788064,14.0628792,"14.0628792,-87.1788064"
2017-12-20,"UMEP-07 Suncery","27 calle a la altura del puente de los bordos de mi única esperanza","San Pedro Sula","Cortes","Pacifica","30","Si","dichas carreteras fueron despejadas y fueron retomadas nuevamente en horas de la noche",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-20,"UMEP-07 Suncery","33 calle, frente a la Colonia Miguel Angel Pavon","Colonia Miguel Angel Pavon, San Pedro Sula","Cortes","Pacifica","30","Si","dichas carreteras fueron despejadas y fueron retomadas nuevamente en horas de la noche",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9820196,15.4633323,"15.4633323,-87.9820196"
2017-12-20,"UMEP-07 Suncery","10 calle, a la altura del puente de la Colonia Villeda Morales","Colonia Villeda Morales, San Pedro Sula","Cortes","Pacifica","30","Si","dichas carreteras fueron despejadas y fueron retomadas nuevamente en horas de la noche",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",NA,NA,"NA,NA"
2017-12-20,"UMEP-08 Rivera Hernandez","Aldea El Carmen, San Pedro Sula","Aldea El Carmen, San Pedro Sula","Cortes","Pacifica","30","Si","Exigen respeto a la candidatura presidencial de Nasarrala",40,50,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-87.9656984,15.5267442,"15.5267442,-87.9656984"
